Observations,Number,Date,Date,Briefing,Special Issue,Commentary,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 1 Affiliation,Author 2 Affiliation,Author 3 Affiliation,Author 4 Affiliation ,Author 5 Affiliation,Author 6 Affiliation,Author 1 Country,Author 2 Country,Author 3 Country,Author 4 Country,Author 5 Country,Author 6 Country,Journal,Journal Type,Country 1,Country 2,Country 3,Country 4,Country 1 Subregion,Country 2 Subregion,Region 1,Region 2,Region 3,Region 4,Non-African countries/continents/entities featured,Discipline,topics_domestic_politics,topics_international_relations,topics_society,topics_econ,topics: political systems,topics: constitutional issues,topics: justice/ judiciary,topics: legislatures,topics: policy,topics: governance,topics: security & conflict,topics: state/statehood,topics: foreign policy,topics: multilateral interventions,topics: regional issues,topics: UN,topics: land,topics: identity,topics: social sectors,topics: demography,topics: civil society,topics: inequality,topics: service sector,topics: development,topics: industry,topics: trade,topics: investment,topics: resources,topics: aid,topics: debt,topics: colonial legacy,topics: rulers,topics: neopatrimonialism,topics: authoritarianism,topics: democracy/democratization,topics: corruption,topics: rule of law,topics: military,topics: civil conflict,topics: genocide/ethnic violence,topics: citizenship,topics: sovereignty,topics: extra-continental FP,topics: intra-continental FP,topics: FP towards Africa,topics: conflict resolution & peace-building,topics: post-conflict & peace-keeping,topics: regional integration,topics: border issues,topics: regional organization,topics: land access,topics: urbanization,topics: land rights,topics: class,topics: race,topics: ethnicty/chieftancy,topics: sexual identity,topics: gender,topics: religion,topics: national identity/nationalism/patriotism,topics: health,topics: education,topics: public services,topics: age,topics: migration,topics: diaspora,topics: NGO,topics: social/popular movements,topics: human rights,topics: cell phones,topics: mining,topics: manufacturing,topics: agriculture,topics: donors,topics: development aid,topics: humanitarian aid,topics: media,topics: democratic reversal,topics: elections,topics: public opinion/polling,topics: parties,topics: coup,topics: insurgency,topics: AU,topics: Islam,topics: witchcraft/traditional religions,topics: Christianity,topics: HIV/AIDS,topics: immigration,topics: emigration,topics: refugees/IDP,topics: resource curse,topics: youth,topics: music,topics: other,methods: qualitative,methods: quantitative,methods: single case study,methods: multiple case studies,methods: formal model ,methods: statistical methods,methods: existing data set,methods: author's data set,methods: regression analysis,methods: interviews,School of Thought,Fieldwork,bibliography: country- specific (majority of sources = country-specific),bibliography: non-country specific (majority of articles = country-non-specific) 
"""Suffering and Survival in Central Africa""",585,5-Dec,Vol. 48 Iss. 03,0,1,0,Catharine Newbury,0,0,0,0,0,Smith College,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Rwanda,DRC,0,0,0,0,"Central, Great Lakes","Central, Great Lakes",0,0,0,political science,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"refugee camps, intenational response",1,0,0,0,0,0,0,0,0,0,0,no,,
"""On Behalf of Ordinary People: Bridging the Gap between High Politics and Simple Tragedies""",586,5-Dec,Vol. 48 Iss. 03,0,1,0,Danielle de Lame,0,0,0,0,0,Royal Museum for Central Africa,0,0,0,0,0,Belgium,0,0,0,0,0,ASR,africanist,Rwanda,DRC,0,0,0,0,"Central, Great Lakes","Central, Great Lakes",0,0,0,anthropology,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,"humanitarian context, food shortages",1,0,0,0,0,0,0,0,0,0,0,yes,,
"""The Ordeal of Modernity in an Age of Terror""",587,6-Apr,Vol. 49 Iss. 01,0,0,0,Bruce J. Berman,0,0,0,0,0,Queen's Univeristy,0,0,0,0,0,Canada,0,0,0,0,0,ASR,africanist,continental,0,0,0,0,0,continental ,0,0,0,Western liberal democracies,political science,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,"globalization, modernization. post-colonial legacies",1,0,1,0,0,0,0,0,0,0,0,no,,
"""What is Africa to Me? Knowledge Possession, Knowledge Production, and the Health of Our Bodies Politic in Africa and the Africa Diaspora""",588,6-Apr,Vol. 49 Iss. 01,0,0,0,Abena P. A. Busia,0,0,0,0,0,Rutgers University,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Ghana,0,0,0,0,0,continental ,0,0,0,0,Poetry,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,"disapora, funerary rituals",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""The State, Private Sector Development, and Ghana's 'Golden Age of Business'""",589,6-Apr,Vol. 49 Iss. 01,0,0,0,Peter Arthur,0,0,0,0,0,,,,,,,,,,,,,ASR,africanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Visions of Apes, Reflections of Change: Telling Tales of Great Apes in Equatorial Africa""",590,6-Apr,Vol. 49 Iss. 01,0,0,0,Tamara Giles-Vernick,Stephanie Rupp,0,0,0,0,University of Minnesota,National University of Singapore,0,0,0,0,USA,Singapore,0,0,0,0,ASR,africanist,Central African Republic,Cameroon,Gabon,0,0,0,Central,Central,Central,0,0,anthropology,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"apes, conservation, hunting presures",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Cosmologies in Collision: Pentecostal Conversion and Christian Cults in Asmara""",591,6-Apr,Vol. 49 Iss. 01,0,0,0,Abbebe Kileyesus,0,0,0,0,0,University of Amsara,0,0,0,0,0,Eritea,0,0,0,0,0,ASR,africanist,Eritea,0,0,0,"Amsara, Eritea",0,"East, Horn",0,0,0,0,anthropology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,"pentecostal movement, socioeconomic transformation",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Colonial Legacies and Postcolonial Authoritarianism in Tanzania: Connects and Disconnects""",592,6-Apr,Vol. 49 Iss. 01,0,0,0,Leander Schneider,0,0,0,0,0,Concordia University,0,0,0,0,0,Canada,0,0,0,0,0,ASR,africanist,Tanzania,0,0,0,0,0,"East, Horn",0,0,0,0,Political science,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"postindepedence state, paternalism, ""colonial past""",1,0,1,0,0,0,0,0,0,0,0,no,,
"""Autochthony and the Crisis of Citizenship: Democratization, Decentralization, and the Politics of Belonging""",593,6-Sep,Vol. 49 Iss. 02,0,1,0,Peter Geschiere,Stephen Jackson,0,0,0,0,University of Amsterdam,Special Representative - MONUC,0,0,0,0,Netherlands,DRC,0,0,0,0,ASR,africanist,continental,0,0,0,0,0,continental,0,0,0,0,anthropology,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"globalization, modernization, migration, boundaries, belonging",1,0,0,0,0,0,0,0,0,0,0,no,,
"""The War of 'Who is Who': Autochthony, Nationalism, and Citizenship in the Ivorian Crisis""",594,6-Sep,Vol. 49 Iss. 02,0,1,0,Ruth Marshall-Fratani,0,0,0,0,0,Institut Franí_ais de Recherche en Afrique,0,0,0,0,0,Nigeria,0,0,0,0,0,ASR,africanist,CíÇte d'Ivoire,Liberia,0,0,0,0,West,West,0,0,0,political science,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,"nation state, globalization, autochthony, borders, ",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Bailleurs Autochtones et Locataires AllogíÂnes: Enjeu Foncier et Participation Politique au Cameroun""",595,6-Sep,Vol. 49 Iss. 02,0,1,0,Antoine Socpa,0,0,0,0,0,University of YaoundíÂ I,0,0,0,0,0,Cameroon,0,0,0,0,0,ASR,africanist,Cameroon,0,0,0,"Yaoundí©, Cameroon",0,Central,0,0,0,0,political science,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"host/guest relationship, national citizenship, political competition",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Baka and the Magic of the State: Between Autochthony and Citizenship""",596,6-Sep,Vol. 49 Iss. 02,0,1,0,Alec Leonhardt,0,0,0,0,0,Sogang University,0,0,0,0,0,South Korea,0,0,0,0,0,ASR,africanist,Cameroon,0,0,0,Southeast Cameroon,0,Central,0,0,0,0,anthropology,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"exclusion, mystification of ancestry",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Sons of Which Soil? The Language and Politics of Autochthony in Eastern D.R. Congo""",597,6-Sep,Vol. 49 Iss. 02,0,1,0,Stephen Jackson,0,0,0,0,0,Special Representative - MONUC,0,0,0,0,0,DRC,0,0,0,0,0,ASR,africanist,DRC,0,0,0,0,0,"Central, Great Lakes",0,0,0,0,political science,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"violence, belonging and exclusion, sons of the soil",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Transplants and Transients: Idioms of Belonging and Dislocation in Inner-City Johannesburg""",598,6-Sep,Vol. 49 Iss. 02,0,1,0,Loren B. Landau,0,0,0,0,0,University of Witwatersrand,0,0,0,0,0,South Africa,0,0,0,0,0,ASR,africanist,South Africa,0,0,0,"Johannesburg, South Africa",0,Southern,0,0,0,0,political science,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"immigration, migrants, urbanization, nationalist formation",1,1,1,0,0,0,0,1,0,1,0,yes,,
"""Allochthons, Colonizers, and Scroungers: Exclusionary Populism in Belgium""",599,6-Sep,Vol. 49 Iss. 02,0,1,0,Bambi Ceuppens,0,0,0,0,0,Catholic Univesrity of Leuven,0,0,0,0,0,Belgium,0,0,0,0,0,ASR,africanist,continental,0,0,0,0,0,sub-Saharan,0,0,0,Belgium,political science,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,"neoliberal rhetoric, immigrant countries, welfare state",1,0,1,0,0,0,0,0,0,0,0,yes,,
"""Local Violence, National Peace? Post War 'Settlement' in Eastern D.R. Congo (2003-2006)",600,6-Dec,Vol. 49 Iss. 03,0,0,0,Sí©verine Autesserre,0,0,0,0,0,Yale University,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,DRC,0,0,0,"Kivus, DRC",0,"Central, Great Lakes",0,0,0,0,political science,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,local violence influenced by national events,1,1,0,1,1,0,0,1,0,1,0,yes,,
"""Popular Culture and Public Space in Africa: The Possibilities of Cultural Citizenship""",601,6-Dec,Vol. 49 Iss. 03,0,0,0,Nadine Dolby,0,0,0,0,0,Purdue University,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,continental,0,0,0,0,0,continental,0,0,0,0,media studies,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"popular culture, public spaces, identity",1,0,1,0,0,0,0,0,0,0,0,no,,
"""Is It Ethical to Study Africa? Preliminary Thoughts on Scholarship and Freedom""",602,7-Apr,Vol. 50 Iss. 01,0,0,0,Amina Mama,0,0,0,0,0,University of Cape Town,0,0,0,0,0,South Africa,0,0,0,0,0,ASR,africanist,continental,0,0,0,0,0,continental,0,0,0,0,political science,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ethical research, nationalist struggles for freedom, ani-imperialist ethics",1,0,0,1,0,0,0,0,0,0,0,no,,
"""Framing Reparations Claims: Differences between the African and Jewish Social Movements for Reparations""",603,7-Apr,Vol. 50 Iss. 01,0,0,0,Rhoda E. Howard-Hassmann,Anthony P. Lombardo,0,0,0,0,Wilfrid Laurier University,University of Toronto,0,0,0,0,Canada,Canada,0,0,0,0,ASR,africanist,continental,0,0,0,0,0,continental,0,0,0,"Western Europe, Jews, Holocaust",international relations,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"african reparations, perpetrators of the slave trade, colonialism",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Commentary on 'Framing Reparations Claims: Differences between the African and Jewish Social Movements for Reparations'""",604,7-Apr,Vol. 50 Iss. 01,0,0,1,Victor T. Le Vine,Henry Wambuii,Martin A. Klein,0,0,0,Washington Univeristy in St. Louis,Central Missouri University,University of Toronto,0,0,0,USA,USA,Canada,0,0,0,ASR,africanist,continental,0,0,0,0,0,continental,0,0,0,Holocaust,international relations,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"reparations, injustices, ",1,0,0,0,0,0,0,0,0,0,0,no,,
"""Reply to the Commentaries""",605,7-Apr,Vol. 50 Iss. 01,0,0,1,Rhoda E. Howard-Hassmann,0,0,0,0,0,Wilfrid Laurier University,0,0,0,0,0,Canada,0,0,0,0,0,ASR,africanist,continental,0,0,0,0,0,continental,0,0,0,"Holocaust, Jews",international relations,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"racism, injustice, reparation",1,0,0,0,0,0,0,0,0,0,0,no,,
"""Africa's New Territorial Politics: Regionalism and the Open Economy in CíÇte d'Ivoire""",606,7-Apr,Vol. 50 Iss. 01,0,0,0,Catherine Boone,0,0,0,0,0,University of Texas at Austin,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,CíÇte d'Ivoire,0,0,0,0,0,West,0,0,0,0,political science,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"developmental state, property rights",1,0,1,0,0,0,0,0,0,0,0,no,,
"""Political Transition without Transformation: The Dialectic of Liberalization without Democratization in Kenya and Zambia""",607,7-Apr,Vol. 50 Iss. 01,0,0,0,Shadrack Wanjala Nasong'o,0,0,0,0,0,Rhodes College,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Kenya,Zambia,0,0,0,0,East,Southern,0,0,0,political science,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"electoral politics, multiparty elections, democratization, transfer of power",1,0,0,1,0,0,0,0,0,1,0,yes,,
"""Is a New World Wide Web Possible? An Explorative Comparison of the Use of ICTs by Two South African Social Movements""",608,7-Apr,Vol. 50 Iss. 01,0,0,0,Herman Wasserman,0,0,0,0,0,University of Stellenbosch,0,0,0,0,0,South Africa,0,0,0,0,0,ASR,africanist,South Africa,0,0,0,0,0,Southern,0,0,0,0,sociology,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"representation in media, grassroot political organizations",1,0,0,1,0,0,0,0,0,1,0,yes,,
"""Life Begins at Fifty: African Studies Enters Its Age of Awareness""",609,7-Sep,Vol. 50 Iss. 02,0,0,0,Joseph C. Miller,0,0,0,0,0,University of Virginia,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Introduction: Marginal Gains Revisited""",610,7-Sep,Vol. 50 Iss. 02,0,1,0,Peter Geschiere,Mitzi Goheen,Charles Piot,0,0,0,,,,,,,,,,,,,ASR,africanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Regional Shifts--Marginal Gains and Ethnic Stereotypes""",611,7-Sep,Vol. 50 Iss. 02,0,1,0,Peter Geschiere,0,0,0,0,0,,,,,,,,,,,,,ASR,africanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Marginal Gains, Market Values, and History""",612,7-Sep,Vol. 50 Iss. 02,0,1,0,Sara Berry,0,0,0,0,0,,,,,,,,,,,,,ASR,africanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Formalities of Poverty: Thinking About Social Assistance in Neoliberal South Africa""",613,7-Sep,Vol. 50 Iss. 02,0,1,0,James Ferguson,0,0,0,0,0,,,,,,,,,,,,,ASR,africanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Currency Devaluation and Rank: The Yoruba and Akan Experiences""",614,7-Sep,Vol. 50 Iss. 02,0,1,0,Akanmu G. Adebayo,0,0,0,0,0,,,,,,,,,,,,,ASR,africanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""When People Cross Thresholds""",615,7-Sep,Vol. 50 Iss. 02,0,1,0,Karin Barber,0,0,0,0,0,,,,,,,,,,,,,ASR,africanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Incalculable Payments: Money, Scale, and the South African Offshore Grey Money Amnesty""",616,7-Sep,Vol. 50 Iss. 02,0,1,0,Bill Maurer,0,0,0,0,0,,,,,,,,,,,,,ASR,africanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Households and the Social Organization of Consumption in Southern Ghana""",617,7-Sep,Vol. 50 Iss. 02,0,1,0,Christopher Udry,Hyungi Woo,0,0,0,0,,,,,,,,,,,,,ASR,africanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""The Efficacy of the Economy""",618,7-Sep,Vol. 50 Iss. 02,0,1,0,Janet Roitman,0,0,0,0,0,,,,,,,,,,,,,ASR,africanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""The Telling Challenge of Africa's Economies""",619,7-Sep,Vol. 50 Iss. 02,0,1,0,Helen Verran,0,0,0,0,0,,,,,,,,,,,,,ASR,africanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Africa Has Never Been 'Traditional': So Can We Make a General Case? A Response to the Articles""",620,7-Sep,Vol. 50 Iss. 02,0,1,0,Jane I. Guyer,0,0,0,0,0,,,,,,,,,,,,,ASR,africanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Reciprocal Comparison and African History: Tackling Conceptual Eurocentrism in the Study of Africa's Economic Past""",621,7-Dec,Vol. 50 Iss. 03,0,0,0,Gareth Austin,0,0,0,0,0,London School of Economics,0,0,0,0,0,UK,0,0,0,0,0,ASR,africanist,continental,0,0,0,0,0,continental,0,0,0,"Europe, North America",history,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,economic histories,1,0,0,1,0,0,0,0,0,0,conceptual Eurocentrism,no,,
